filename,width,height,class,ymax,xmin,ymin,xmax
-00002.png,2160,3840,sleepers,1757.104027,1663.782034,2147.397906,1637.629546
-00002.png,2160,3840,sleepers,2126.30351,1626.473855,1751.378496,1652.336042
-00002.png,2160,3840,sleepers,1756.570963,1639.841668,2102.114423,1615.219538
-00002.png,2160,3840,sleepers,2084.460035,1606.522156,1745.075023,1629.069328
-00002.png,2160,3840,sleepers,1744.945212,1618.944017,2069.67697,1599.21353
-00002.png,2160,3840,sleepers,2052.152395,1591.295018,1744.479081,1611.688889
-00002.png,2160,3840,sleepers,1743.700211,1602.47226,2037.151869,1585.539729
-00002.png,2160,3840,sleepers,2026.051869,1577.939729,1741.267933,1595.357472
-00002.png,2160,3840,sleepers,1738.924183,1587.935597,2010.229268,1571.298177
-00002.png,2160,3840,sleepers,1995.385518,1565.360677,1739.772734,1580.709741
-00002.png,2160,3840,sleepers,1738.600859,1574.459741,1987.416556,1560.319717
-00002.png,2160,3840,sleepers,1976.716556,1554.819717,1737.490701,1568.932266
-00002.png,2160,3840,sleepers,1736.615701,1563.432266,1970.760135,1550.985806
-00002.png,2160,3840,sleepers,1958.360135,1545.885806,1734.227048,1559.490176
-00002.png,2160,3840,sleepers,1734.727048,1553.740176,1950.263571,1541.675332
-00002.png,2160,3840,balise,1768.031693,1493.847216,1803.431693,1498.647216
-00002.png,2160,3840,balise,1760.231693,1487.847216,1796.331693,1492.947216
-00002.png,2160,3840,trafficsignals,1859.842716,1199.852268,1890.942716,1246.352268
-00002.png,2160,3840,varioussignals,1841.25271,1396.423628,1856.45271,1414.923628
-00002.png,2160,3840,varioussignals,1765.817474,1382.956306,1777.517474,1391.756306
-00003.png,2160,3840,sleepers,2698.893462,1885.031658,1808.936787,2015.908934
-00003.png,2160,3840,sleepers,1806.956018,1934.202215,2600.593452,1847.70074
-00003.png,2160,3840,sleepers,2503.102481,1800.50273,1798.227288,1885.613895
-00003.png,2160,3840,sleepers,2437.334763,1770.326954,1788.168696,1840.737099
-00003.png,2160,3840,sleepers,2382.399375,1744.793604,1771.146463,1803.597682
-00003.png,2160,3840,sleepers,2330.558938,1722.355206,1765.730298,1771.874429
-00003.png,2160,3840,sleepers,2286.45588,1699.916808,1771.920201,1744.793604
-00003.png,2160,3840,sleepers,2250.960655,1684.769197,1758.244384,1723.889383
-00003.png,2160,3840,sleepers,2213.326045,1669.91343,1766.16746,1701.605733
-00003.png,2160,3840,sleepers,2185.100088,1657.038432,1752.302077,1687.245158
-00003.png,2160,3840,sleepers,2159.350092,1640.697088,1755.27323,1669.418238
-00003.png,2160,3840,sleepers,2131.124135,1628.812475,1749.330924,1655.552855
-00003.png,2160,3840,sleepers,2110.326061,1620.889399,1751.806885,1642.677857
-00003.png,2160,3840,sleepers,2092.003948,1609.499978,1749.330924,1632.27882
-00003.png,2160,3840,sleepers,2074.177028,1599.596133,1749.330924,1621.879783
-00003.png,2160,3840,sleepers,2056.8453,1592.663442,1751.311693,1612.471131
-00003.png,2160,3840,sleepers,2042.484725,1585.73075,1744.874194,1604.548055
-00003.png,2160,3840,sleepers,2026.638574,1578.798059,1746.854962,1596.62498
-00003.png,2160,3840,sleepers,2016.734729,1571.865368,1744.379001,1588.206712
-00003.png,2160,3840,sleepers,2000.393385,1564.932677,1734.475157,1581.769213
-00003.png,2160,3840,sleepers,1994.590723,1561.075129,1739.784608,1575.653589
-00003.png,2160,3840,sleepers,1980.012264,1556.95513,1740.735377,1570.265897
-00003.png,2160,3840,sleepers,1972.406111,1551.250515,1740.735377,1565.195129
-00003.png,2160,3840,sleepers,1961.947651,1547.130516,1739.467685,1560.12436
-00003.png,2160,3840,sleepers,1953.707652,1544.278209,1737.249224,1553.468977
-00003.png,2160,3840,sleepers,1947.567268,1540.324594,1732.843003,1549.242016
-00003.png,2160,3840,sleepers,1939.476818,1536.248171,1734.427618,1543.854324
-00003.png,2160,3840,sleepers,1933.727385,1532.748928,1734.591842,1539.264993
-00003.png,2160,3840,trafficsignals,1864.799428,1191.906263,1898.342764,1241.442397
-00003.png,2160,3840,varioussignals,1844.724225,1395.735039,1861.224225,1412.835039
-00003.png,2160,3840,varioussignals,1767.691577,1382.799381,1778.191577,1392.399381
-00003.png,2160,3840,balise,1775.893471,1496.089937,1807.993471,1502.889937
-00003.png,2160,3840,balise,1766.293471,1488.989937,1799.993471,1497.189937
-00004.png,2160,3840,balise,1774.918233,1501.456779,1813.218233,1509.256779
-00004.png,2160,3840,balise,1765.218233,1493.256779,1805.218233,1502.556779
-00004.png,2160,3840,varioussignals,1847.583412,1394.911741,1865.083412,1413.311741
-00004.png,2160,3840,varioussignals,1768.096205,1382.600413,1779.096205,1391.700413
-00004.png,2160,3840,trafficsignals,1870.003287,1185.163007,1903.401724,1235.553632
-00004.png,2160,3840,sleepers,2726.158483,1898.735754,1827.616135,2041.900988
-00004.png,2160,3840,sleepers,2618.028179,1851.773104,1814.304364,1966.990512
-00004.png,2160,3840,sleepers,1789.866459,1904.405635,2535.017186,1815.198902
-00004.png,2160,3840,sleepers,2460.559436,1783.282478,1790.455917,1855.867856
-00004.png,2160,3840,sleepers,1782.826522,1814.287656,2395.926604,1752.906047
-00004.png,2160,3840,sleepers,2348.242888,1729.254924,1771.972963,1783.431374
-00004.png,2160,3840,sleepers,1774.109194,1754.134499,2300.097534,1709.426247
-00004.png,2160,3840,sleepers,2257.983277,1689.894997,1759.913454,1735.401653
-00004.png,2160,3840,sleepers,1765.25403,1706.791424,2222.275326,1672.453486
-00004.png,2160,3840,sleepers,2195.114681,1659.025752,1760.367605,1691.762148
-00004.png,2160,3840,sleepers,1758.219168,1677.699648,2165.604994,1647.945201
-00004.png,2160,3840,sleepers,2141.496107,1635.432994,1756.817267,1660.638606
-00004.png,2160,3840,sleepers,2118.140623,1622.682368,1753.455565,1648.24084
-00004.png,2160,3840,sleepers,2097.541258,1614.290034,1751.929686,1638.322627
-00004.png,2160,3840,sleepers,2080.75659,1604.753291,1749.259398,1627.260005
-00004.png,2160,3840,sleepers,2060.538695,1596.742426,1746.58911,1616.578852
-00004.png,2160,3840,sleepers,2049.857542,1589.875971,1746.20764,1608.186518
-00004.png,2160,3840,sleepers,2030.784056,1581.102168,1740.867064,1599.794184
-00004.png,2160,3840,sleepers,2020.484373,1574.235713,1741.248533,1593.309199
-00004.png,2160,3840,sleepers,2007.895872,1568.132197,1734.763548,1586.442744
-00004.png,2160,3840,sleepers,1997.21472,1562.410151,1741.018698,1578.471934
-00004.png,2160,3840,sleepers,1984.915182,1558.940684,1740.530417,1573.589121
-00004.png,2160,3840,sleepers,1976.12612,1554.057871,1739.553854,1566.264903
-00004.png,2160,3840,sleepers,1966.116354,1549.66334,1733.694479,1563.091075
-00004.png,2160,3840,sleepers,1959.524557,1545.75709,1731.253073,1558.940684
-00004.png,2160,3840,sleepers,1951.467917,1542.094981,1729.299948,1554.546153
-00005.png,2160,3840,sleepers,2767.933068,1917.009216,1819.33335,2074.462453
-00005.png,2160,3840,sleepers,2665.392491,1870.074761,1810.7422,1991.214908
-00005.png,2160,3840,sleepers,2567.769138,1829.932878,1797.899965,1925.102635
-00005.png,2160,3840,sleepers,2492.716566,1795.114674,1782.425207,1873.262198
-00005.png,2160,3840,sleepers,2419.211469,1761.070208,1785.520159,1829.932878
-00005.png,2160,3840,sleepers,2372.013459,1742.500499,1780.103994,1792.019722
-00005.png,2160,3840,sleepers,2313.983119,1713.09846,1778.556518,1763.391421
-00005.png,2160,3840,sleepers,2277.61744,1699.944917,1762.308023,1740.953023
-00005.png,2160,3840,sleepers,2237.383071,1677.506519,1766.95045,1714.645936
-00005.png,2160,3840,sleepers,2206.433556,1662.805499,1761.534285,1696.849965
-00005.png,2160,3840,sleepers,2176.25778,1650.425693,1758.439333,1680.60147
-00005.png,2160,3840,sleepers,2153.819382,1637.27215,1753.796906,1665.900451
-00005.png,2160,3840,sleepers,2130.607246,1628.761033,1750.701955,1653.520645
-00005.png,2160,3840,sleepers,2101.205207,1615.60749,1749.928217,1642.688315
-00005.png,2160,3840,sleepers,2087.364584,1608.872875,1753.803096,1627.888257
-00005.png,2160,3840,sleepers,2068.349202,1597.780569,1749.049251,1617.588258
-00005.png,2160,3840,sleepers,2052.503051,1591.442109,1749.049251,1610.853644
-00005.png,2160,3840,sleepers,2037.845361,1584.31134,1749.049251,1602.138261
-00005.png,2160,3840,sleepers,2024.772286,1577.180572,1746.672328,1594.611339
-00005.png,2160,3840,sleepers,2010.51075,1570.842112,1743.899252,1585.895956
-00005.png,2160,3840,sleepers,1999.418443,1566.48442,1735.741455,1582.582129
-00005.png,2160,3840,sleepers,1987.758647,1561.53844,1736.755608,1574.975976
-00005.png,2160,3840,sleepers,1978.124187,1554.946441,1741.3193,1568.130439
-00005.png,2160,3840,sleepers,1967.98265,1550.129211,1744.868838,1562.299055
-00005.png,2160,3840,trafficsignals,1876.974404,1175.444222,1909.427323,1225.746246
-00005.png,2160,3840,varioussignals,1851.503739,1393.752998,1869.603739,1412.252998
-00005.png,2160,3840,varioussignals,1766.861374,1380.987782,1779.761374,1391.987782
-00005.png,2160,3840,balise,1778.980989,1496.756418,1809.580989,1503.356418
-00005.png,2160,3840,balise,1784.180989,1505.056418,1818.280989,1512.856418
-00006.png,2160,3840,balise,1786.299021,1511.011846,1825.404787,1521.883574
-00006.png,2160,3840,balise,1784.189581,1502.087293,1816.31797,1508.577877
-00006.png,2160,3840,varioussignals,1855.543189,1393.266441,1873.043189,1413.066441
-00006.png,2160,3840,varioussignals,1768.853528,1381.415648,1781.153528,1390.615648
-00006.png,2160,3840,sleepers,2701.662233,1886.560174,1808.523884,2014.151367
-00006.png,2160,3840,sleepers,2602.010717,1837.200078,1802.935948,1938.714239
-00006.png,2160,3840,sleepers,2518.191686,1806.466433,1789.897432,1884.697529
-00006.png,2160,3840,sleepers,2449.273815,1774.801466,1799.210658,1841.856691
-00006.png,2160,3840,sleepers,2381.287267,1750.587079,1776.858916,1810.191723
-00006.png,2160,3840,sleepers,2333.789816,1723.578724,1776.858916,1775.732788
-00006.png,2160,3840,sleepers,2290.017655,1702.158305,1770.339658,1744.999143
-00006.png,2160,3840,sleepers,2253.696075,1684.463176,1769.408336,1721.716079
-00006.png,2160,3840,sleepers,2216.243628,1669.404308,1768.463735,1702.931921
-00006.png,2160,3840,sleepers,2185.696248,1655.248205,1761.013154,1687.285702
-00006.png,2160,3840,sleepers,2160.364274,1642.582218,1766.22856,1671.639482
-00006.png,2160,3840,sleepers,2135.0323,1629.916231,1755.052689,1657.483379
-00006.png,2160,3840,sleepers,2109.700326,1618.74036,1746.111993,1644.817392
-00006.png,2160,3840,sleepers,2094.066028,1612.499754,1750.565652,1635.746757
-00006.png,2160,3840,sleepers,2072.526101,1602.482597,1749.757413,1623.914043
-00006.png,2160,3840,sleepers,2054.790143,1592.447559,1748.164777,1613.535206
-00006.png,2160,3840,sleepers,2040.36868,1585.758488,1747.572783,1604.90946
-00006.png,2160,3840,sleepers,2029.018763,1580.545465,1743.67464,1597.770016
-00006.png,2160,3840,sleepers,2014.094953,1573.92935,1739.007596,1592.883627
-00006.png,2160,3840,sleepers,2003.009681,1568.831961,1734.686259,1585.123102
-00006.png,2160,3840,sleepers,1993.099574,1563.468019,1734.590653,1579.203646
-00006.png,2160,3840,trafficsignals,1883.051153,1166.977799,1917.426153,1221.196549
-00007.png,2160,3840,trafficsignals,1891.150828,1158.661508,1925.632054,1213.831469
-00007.png,2160,3840,varioussignals,1859.809222,1393.586717,1877.255911,1412.487296
-00007.png,2160,3840,varioussignals,1770.553099,1381.435381,1781.45728,1389.951027
-00007.png,2160,3840,balise,1788.206467,1516.967597,1832.806467,1527.767597
-00007.png,2160,3840,balise,1785.906467,1506.267597,1820.206467,1515.267597
-00007.png,2160,3840,sleepers,2750.865511,1906.345742,1826.02727,2047.62272
-00007.png,2160,3840,sleepers,2639.115533,1849.352875,1824.20828,1962.130218
-00007.png,2160,3840,sleepers,2552.822676,1826.870166,1797.287237,1907.196738
-00007.png,2160,3840,sleepers,2469.003644,1782.632343,1803.108003,1858.302302
-00007.png,2160,3840,sleepers,2402.646911,1751.200206,1791.466471,1821.049399
-00007.png,2160,3840,sleepers,2347.931709,1727.917142,1778.660786,1781.46819
-00007.png,2160,3840,sleepers,2304.85804,1710.454844,1789.138165,1757.020972
-00007.png,2160,3840,sleepers,2263.752518,1687.80115,1773.504314,1732.504633
-00007.png,2160,3840,sleepers,2225.754557,1674.390105,1771.26914,1712.388066
-00007.png,2160,3840,sleepers,2195.952234,1659.488943,1764.563618,1694.506672
-00007.png,2160,3840,sleepers,2161.679563,1645.33284,1765.308676,1678.115395
-00007.png,2160,3840,sleepers,2140.07288,1635.647085,1760.093269,1662.469176
-00007.png,2160,3840,sleepers,2115.485964,1624.471215,1744.44705,1650.548247
-00007.png,2160,3840,sleepers,2099.094686,1613.295344,1754.132805,1638.627318
-00007.png,2160,3840,sleepers,2079.395351,1604.682473,1741.138992,1630.103854
-00007.png,2160,3840,sleepers,2061.573563,1596.725252,1741.615829,1619.136599
-00007.png,2160,3840,sleepers,2049.175796,1590.526369,1742.092667,1609.123019
-00007.png,2160,3840,sleepers,2033.917007,1582.896975,1743.046341,1599.109438
-00007.png,2160,3840,sleepers,2021.042404,1576.698092,1743.046341,1593.864229
-00007.png,2160,3840,sleepers,2002.456186,1569.831339,1743.361948,1587.531534
-00007.png,2160,3840,sleepers,1992.995737,1563.422647,1737.258432,1580.817667
-00007.png,2160,3840,sleepers,1984.75599,1558.845011,1739.089487,1574.1038
-00007.png,2160,3840,sleepers,1977.431772,1553.046671,1736.037729,1568.610636
-00007.png,2160,3840,sleepers,1964.187143,1549.689737,1736.953256,1563.117472
-00008.png,2160,3840,sleepers,2771.377997,1917.811771,1827.795605,2073.6323
-00008.png,2160,3840,sleepers,2677.471608,1881.180119,1829.986855,1992.404937
-00008.png,2160,3840,sleepers,2585.590237,1836.448398,1810.643409,1927.120804
-00008.png,2160,3840,sleepers,2496.126797,1795.343574,1803.389616,1877.553222
-00008.png,2160,3840,sleepers,2428.424734,1765.119439,1793.717893,1835.239433
-00008.png,2160,3840,sleepers,2371.603359,1742.149096,1790.090997,1803.806332
-00008.png,2160,3840,sleepers,2320.826812,1717.969788,1787.673066,1766.328405
-00008.png,2160,3840,sleepers,2277.304057,1698.626342,1776.792377,1742.149096
-00008.png,2160,3840,sleepers,2238.617164,1678.07393,1759.866861,1720.387719
-00008.png,2160,3840,sleepers,2201.139236,1662.357379,1762.284792,1699.835307
-00008.png,2160,3840,sleepers,2180.086827,1651.058419,1751.960258,1686.427911
-00008.png,2160,3840,sleepers,2155.851422,1641.551115,1755.055209,1666.310726
-00008.png,2160,3840,sleepers,2128.259311,1629.853436,1748.340403,1646.007845
-00008.png,2160,3840,sleepers,2109.060708,1619.620289,1746.817686,1633.247979
-00008.png,2160,3840,sleepers,2088.460711,1610.746444,1739.84538,1622.472596
-00008.png,2160,3840,sleepers,2069.108676,1600.498402,1742.361034,1612.224554
-00008.png,2160,3840,sleepers,2055.164063,1593.843018,1743.628726,1602.716863
-00008.png,2160,3840,sleepers,2038.05022,1585.919943,1746.797956,1595.110711
-00008.png,2160,3840,sleepers,2025.690221,1578.630713,1745.213341,1588.138404
-00008.png,2160,3840,sleepers,2011.428685,1572.926099,1743.628726,1580.849174
-00008.png,2160,3840,sleepers,2002.237917,1567.538407,1744.262572,1573.876868
-00008.png,2160,3840,sleepers,1990.511765,1562.150716,1747.431802,1566.270715
-00008.png,2160,3840,trafficsignals,1897.493521,1148.038797,1935.625699,1204.628573
-00008.png,2160,3840,balise,1796.444962,1524.274634,1840.580931,1534.140321
-00008.png,2160,3840,balise,1795.53628,1512.721395,1828.11901,1519.601414
-00008.png,2160,3840,varioussignals,1863.825387,1393.615961,1883.816384,1412.308842
-00008.png,2160,3840,varioussignals,1770.198242,1380.215397,1782.598242,1390.015397
-00009.png,2160,3840,varioussignals,1869.592658,1392.156267,1888.253086,1412.277076
-00009.png,2160,3840,varioussignals,1772.419938,1379.859431,1783.843365,1390.374177
-00009.png,2160,3840,trafficsignals,1906.21826,1137.056167,1944.674968,1197.905388
-00009.png,2160,3840,balise,1805.445089,1531.558666,1849.061811,1538.516572
-00009.png,2160,3840,balise,1800.356471,1518.47365,1833.692109,1524.393062
-00009.png,2160,3840,sleepers,2722.413255,1899.337532,1817.093531,2022.143658
-00009.png,2160,3840,sleepers,1813.131993,1953.609053,2615.805718,1854.788027
-00009.png,2160,3840,sleepers,2528.569418,1809.358318,1804.157344,1895.436655
-00009.png,2160,3840,sleepers,2451.195632,1778.408804,1784.813897,1848.045211
-00009.png,2160,3840,sleepers,2397.033982,1752.295151,1783.846725,1814.19418
-00009.png,2160,3840,sleepers,2339.970814,1725.214325,1776.109346,1777.441631
-00009.png,2160,3840,sleepers,2292.57937,1704.903707,1778.043691,1748.426461
-00009.png,2160,3840,sleepers,2251.097349,1687.034231,1762.342615,1728.630378
-00009.png,2160,3840,sleepers,2217.424277,1672.673656,1768.093035,1706.544805
-00009.png,2160,3840,sleepers,2188.412202,1659.798658,1757.000729,1691.887114
-00009.png,2160,3840,sleepers,2163.05836,1645.537122,1751.85073,1675.248655
-00009.png,2160,3840,sleepers,2136.516056,1632.8602,1753.831499,1657.421735
-00009.png,2160,3840,sleepers,2117.500674,1622.956356,1749.077654,1645.933275
-00009.png,2160,3840,sleepers,2096.10837,1612.260203,1748.6815,1635.237123
-00009.png,2160,3840,sleepers,2074.716066,1602.752513,1743.135347,1624.540971
-00009.png,2160,3840,sleepers,2060.850683,1595.621744,1745.908423,1615.03328
-00009.png,2160,3840,sleepers,2046.985301,1588.094823,1749.077654,1606.71405
-00009.png,2160,3840,sleepers,2031.931457,1580.964054,1745.116116,1600.37559
-00009.png,2160,3840,sleepers,2020.046843,1573.437132,1740.36227,1592.848668
-00009.png,2160,3840,sleepers,2006.181461,1568.683287,1744.323808,1584.529438
-00009.png,2160,3840,sleepers,1994.106941,1562.876168,1741.329133,1577.074319
-00009.png,2160,3840,sleepers,1980.922943,1558.819553,1735.771571,1571.514729
-00009.png,2160,3840,sleepers,1971.79556,1552.988169,1734.126614,1566.685329
-00009.png,2160,3840,sleepers,1962.414638,1548.424478,1734.585011,1561.496919
-00009.png,2160,3840,sleepers,1952.526639,1544.621401,1739.554364,1554.762938
-00009.png,2160,3840,sleepers,1945.93464,1540.311248,1737.657897,1551.264108
-00009.png,2160,3840,sleepers,1936.553719,1536.76171,1734.858833,1547.765278
-00009.png,2160,3840,sleepers,1932.243566,1533.719249,1732.313307,1543.566681
-00009.png,2160,3840,sleepers,1926.919259,1530.42325,1730.771793,1539.581057
-00010.png,2160,3840,trafficsignals,1915.507225,1124.820085,1954.937521,1186.642894
-00010.png,2160,3840,varioussignals,1875.804078,1391.32934,1893.504078,1413.02934
-00010.png,2160,3840,varioussignals,1772.61532,1379.110242,1784.51532,1389.610242
-00010.png,2160,3840,balise,1812.153328,1539.297208,1858.853328,1549.397208
-00010.png,2160,3840,balise,1805.153328,1524.597208,1843.353328,1532.597208
-00010.png,2160,3840,sleepers,2759.368452,1911.536066,1840.260173,2059.749069
-00010.png,2160,3840,sleepers,2650.760839,1867.509035,1808.320808,1976.863573
-00010.png,2160,3840,sleepers,2563.452052,1830.20262,1804.959665,1912.389508
-00010.png,2160,3840,sleepers,2478.243604,1788.487517,1797.461354,1865.846081
-00010.png,2160,3840,sleepers,2411.267192,1761.260884,1792.538196,1823.373394
-00010.png,2160,3840,sleepers,1773.46471,1796.670513,2352.976829,1732.011395
-00010.png,2160,3840,sleepers,2305.479378,1711.522298,1778.350801,1765.539007
-00010.png,2160,3840,sleepers,1767.17493,1734.805362,2268.226475,1695.689814
-00010.png,2160,3840,sleepers,2228.179604,1673.338072,1758.793027,1719.904201
-00010.png,2160,3840,sleepers,1758.793027,1691.033201,2203.965217,1661.230879
-00010.png,2160,3840,sleepers,2172.167304,1650.439877,1754.93479,1679.526944
-00010.png,2160,3840,sleepers,2146.418097,1638.518948,1749.212744,1666.175503
-00010.png,2160,3840,sleepers,2122.099402,1626.598019,1748.25907,1652.824063
-00010.png,2160,3840,sleepers,2098.257544,1615.153927,1749.689581,1638.042111
-00010.png,2160,3840,sleepers,2082.521918,1604.66351,1755.411627,1629.935879
-00010.png,2160,3840,sleepers,2064.745429,1598.903317,1747.972968,1619.65527
-00010.png,2160,3840,sleepers,2053.63703,1591.334958,1744.265082,1609.264035
-00010.png,2160,3840,sleepers,2037.050726,1582.790036,1744.753363,1601.527829
-00010.png,2160,3840,sleepers,2022.463324,1577.113766,1739.870551,1594.20361
-00010.png,2160,3840,sleepers,2009.645941,1569.789548,1739.565375,1585.963864
-00010.png,2160,3840,sleepers,1998.049262,1564.906735,1734.682562,1580.775876
-00010.png,2160,3840,sleepers,1986.147406,1559.718747,1735.903265,1574.67236
-00010.png,2160,3840,sleepers,1973.635199,1554.835934,1741.701605,1568.568844
-00010.png,2160,3840,sleepers,1962.343695,1547.816891,1736.721137,1561.879391
-00010.png,2160,3840,sleepers,1953.188422,1544.624753,1737.171271,1557.895321
-00010.png,2160,3840,sleepers,1945.52851,1539.485592,1727.129462,1553.529782
-00010.png,2160,3840,sleepers,1938.54975,1535.927243,1729.848578,1549.271969
-00010.png,2160,3840,sleepers,1931.111639,1533.36752,1727.596014,1545.535489
-00010.png,2160,3840,sleepers,1926.158637,1529.724942,1725.401801,1541.223965
-00011.png,2160,3840,sleepers,2764.790653,1923.497779,1843.268857,2083.661516
-00011.png,2160,3840,sleepers,2688.964342,1883.26341,1819.282984,2004.740254
-00011.png,2160,3840,sleepers,2593.794585,1842.255303,1808.450654,1937.42506
-00011.png,2160,3840,sleepers,2502.493517,1801.247196,1784.46478,1887.132099
-00011.png,2160,3840,sleepers,2431.309634,1769.523944,1789.107207,1834.517924
-00011.png,2160,3840,sleepers,2379.469197,1746.311808,1772.202969,1806.62274
-00011.png,2160,3840,sleepers,2329.048569,1722.273707,1769.976538,1770.307353
-00011.png,2160,3840,sleepers,2284.97646,1703.456402,1765.024616,1745.547742
-00011.png,2160,3840,sleepers,2246.846658,1684.639097,1757.596733,1723.759284
-00011.png,2160,3840,sleepers,2211.192818,1666.812177,1756.606348,1703.951594
-00011.png,2160,3840,sleepers,2177.519746,1650.966025,1751.654426,1686.124674
-00011.png,2160,3840,sleepers,2156.721672,1638.091027,1755.120771,1671.268907
-00011.png,2160,3840,sleepers,2128.990907,1630.167952,1759.082309,1656.41314
-00011.png,2160,3840,sleepers,2111.163987,1618.77853,1752.149618,1643.538142
-00011.png,2160,3840,sleepers,2089.430618,1609.814127,1747.153747,1632.125508
-00011.png,2160,3840,sleepers,2067.119237,1601.700898,1744.871902,1623.505202
-00011.png,2160,3840,sleepers,2053.681701,1593.587668,1742.879248,1615.344434
-00011.png,2160,3840,sleepers,2041.771337,1585.752737,1742.659383,1603.944118
-00011.png,2160,3840,sleepers,2029.918416,1579.350891,1738.856306,1597.352119
-00011.png,2160,3840,sleepers,2012.677803,1572.251816,1737.335076,1588.478275
-00011.png,2160,3840,sleepers,1998.717344,1566.132032,1746.142367,1580.631894
-00011.png,2160,3840,sleepers,1990.41396,1559.983725,1735.354307,1575.703107
-00011.png,2160,3840,sleepers,1977.229962,1555.166495,1740.425075,1569.871724
-00011.png,2160,3840,sleepers,1968.356118,1550.349265,1736.875537,1564.800955
-00011.png,2160,3840,sleepers,1959.98935,1546.546189,1734.086615,1558.716033
-00011.png,2160,3840,sleepers,1953.904428,1541.728959,1730.790615,1553.898803
-00011.png,2160,3840,balise,1826.846675,1548.185832,1871.631702,1556.94812
-00011.png,2160,3840,balise,1815.00136,1532.283902,1851.673157,1540.721661
-00011.png,2160,3840,trafficsignals,1925.229401,1110.773736,1966.606871,1175.841836
-00011.png,2160,3840,varioussignals,1880.533879,1391.147204,1900.233879,1411.747204
-00011.png,2160,3840,varioussignals,1773.322249,1378.821634,1785.122249,1389.221634
-00012.png,2160,3840,varioussignals,1884.994971,1390.800212,1906.69786,1411.488948
-00012.png,2160,3840,varioussignals,1774.754875,1377.935212,1787.054875,1388.035212
